"kingdom" "supergroup" "division" "class" "order" "family" "genus" "species"
"asv_023_01496" "Eukaryota" "Alveolata" "Ciliophora" "Phyllopharyngea" "Cyrtophoria_1" "PHYLL_4" "PHYLL_4_X" "PHYLL_4_X_sp."
"asv_023_01498" "Eukaryota" "Stramenopiles" "Sagenista" "Labyrinthulomycetes" "Thraustochytriales" "Thraustochytriaceae" "Amphifilidae" "Amphifilidae_sp."
"asv_023_01499" "Eukaryota" "Hacrobia" "Picozoa" "Picozoa_X" "Picozoa_XX" "Picozoa_XXX" "Picozoa_XXXX" "Picozoa_XXXX_sp."
"asv_023_01500" "Eukaryota" "Rhizaria" "Cercozoa" "Filosa-Imbricatea" "Marimonadida" "Marimonadida_X" "Marimonadida_XX" "Marimonadida_XX_sp."
"asv_023_01501" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-I" "Dino-Group-I-Clade-8" "Dino-Group-I-Clade-8_X" "Dino-Group-I-Clade-8_X_sp."
"asv_023_01502" "Eukaryota" "Rhizaria" "Cercozoa" "Filosa-Imbricatea" "Filosa-Imbricatea_X" "Novel-clade-2" "Novel-clade-2_X" "Novel-clade-2_X_sp."
"asv_023_01503" "Eukaryota" "Archaeplastida" "Chlorophyta" "Mamiellophyceae" "Dolichomastigales" "Dolichomastigaceae" "Dolichomastigaceae-B" "Dolichomastigaceae-B_sp."
"asv_023_01504" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-II" "Dino-Group-II-Clade-1" "Dino-Group-II-Clade-1_X" "Dino-Group-II-Clade-1_X_sp."
"asv_023_01505" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-I" "Dino-Group-I-Clade-5" "Dino-Group-I-Clade-5_X" "Dino-Group-I-Clade-5_X_sp."
"asv_023_01506" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-II" "Dino-Group-II-Clade-46" "Dino-Group-II-Clade-46_X" "Dino-Group-II-Clade-46_X_sp."
"asv_023_01507" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-II" "Dino-Group-II-Clade-14" "Dino-Group-II-Clade-14_X" "Dino-Group-II-Clade-14_X_sp."
"asv_023_01508" "Eukaryota" "Rhizaria" "Cercozoa" "Chlorarachniophyceae" "Chlorarachnida" "Chlorarachnida_X" "Chlorarachnida_XX" "Chlorarachnida_XX_sp."
"asv_023_01509" "Eukaryota" "Rhizaria" "Cercozoa" "Filosa-Thecofilosea" "Filosa-Thecofilosea_X" "Filosa-Thecofilosea_XX" "Filosa-Thecofilosea_XXX" "Filosa-Thecofilosea_XXX_sp."
"asv_023_01510" "Eukaryota" "Stramenopiles" "Ochrophyta" "Chrysophyceae" "Chrysophyceae_X" "Chrysophyceae_Clade-H" "Chrysophyceae_Clade-H_X" "Chrysophyceae_Clade-H_X_sp."
"asv_023_01511" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-II" "Dino-Group-II_X" "Dino-Group-II_XX" "Dino-Group-II_XX_sp."
"asv_023_01512" "Eukaryota" "Rhizaria" "Radiolaria" "Acantharea" "Arthracanthida-Symphyacanthida" "Arthracanthida-Symphyacanthida_X" "Coleaspis" "Coleaspis_vaginata"
"asv_023_01513" "Eukaryota" "Archaeplastida" "Streptophyta" "Streptophyta_X" "Streptophyta_XX" "Streptophyta_XXX" "Streptophyta_XXXX" "Streptophyta_XXXX_sp."
"asv_023_01514" "Eukaryota" "Archaeplastida" "Chlorophyta" "Chlorophyceae" "Chaetophorales" "Chaetophorales_X" "Stigeoclonium" "Stigeoclonium_aestivale"
"asv_023_01515" "Eukaryota" "Rhizaria" "Cercozoa" "Filosa-Granofilosea" "Filosa-Granofilosea_X" "Novel-Gran-234" "Novel-Gran-234_X" "Novel-Gran-234_X_sp."
"asv_023_01516" "Eukaryota" "Rhizaria" "Radiolaria" "Acantharea" "Acantharea_X" "Acantharea_XX" "Staurolithium" "Staurolithium_sp."
"asv_023_01517" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-II" "Dino-Group-II-Clade-1" "Dino-Group-II-Clade-1_X" "Dino-Group-II-Clade-1_X_sp."
"asv_023_01518" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-II" "Dino-Group-II-Clade-1" "Dino-Group-II-Clade-1_X" "Dino-Group-II-Clade-1_X_sp."
"asv_023_01519" "Eukaryota" "Alveolata" "Ciliophora" "Litostomatea" "Haptoria_6" "Lacrymariidae" "Lacrymaria" "Lacrymaria_marina"
"asv_023_01520" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-II" "Dino-Group-II-Clade-4" "Dino-Group-II-Clade-4_X" "Dino-Group-II-Clade-4_X_sp."
"asv_023_01521" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-II" "Dino-Group-II-Clade-1" "Dino-Group-II-Clade-1_X" "Dino-Group-II-Clade-1_X_sp."
"asv_023_01522" "Eukaryota" "Archaeplastida" "Chlorophyta" "Mamiellophyceae" "Dolichomastigales" "Dolichomastigaceae" "Dolichomastigaceae-B" "Dolichomastigaceae-B_sp."
"asv_023_01523" "Eukaryota" "Stramenopiles" "Sagenista" "Labyrinthulomycetes" "Labyrinthulales" "Labyrinthulaceae" "Labyrinthulaceae_X" "Labyrinthulaceae_X_sp."
"asv_023_01524" "Eukaryota" "Stramenopiles" "Ochrophyta" "Bolidophyceae" "Parmales" "Parmales_env_1" "Parmales_env_1_X" "Parmales_env_1_X_sp."
"asv_023_01525" "Eukaryota" "Stramenopiles" "Ochrophyta" "Bacillariophyta" "Bacillariophyta_X" "Polar-centric-Mediophyceae" "Papiliocellulus" "Papiliocellulus_simplex"
"asv_023_01526" "Eukaryota" "Rhizaria" "Cercozoa" "Filosa-Thecofilosea" "Ebriida" "Ebriidae" "Ebria" "Ebria_tripartita"
"asv_023_01527" "Eukaryota" "Opisthokonta" "Fungi" "Basidiomycota" "Agaricomycotina" "Agaricomycetes" "Trichaptum" "Trichaptum_abietinum"
"asv_023_01528" "Eukaryota" "Opisthokonta" "Fungi" "Basidiomycota" "Agaricomycotina" "Agaricomycetes" "Ceriporiopsis" "Ceriporiopsis_sp."
"asv_023_01529" "Eukaryota" "Opisthokonta" "Fungi" "Basidiomycota" "Agaricomycotina" "Tremellomycetes" "Cryptococcus" "Cryptococcus_carnescens"
"asv_023_01530" "Eukaryota" "Opisthokonta" "Metazoa" "Craniata" "Craniata_X" "Craniata_XX" "Capra" "Capra_hircus"
"asv_023_01531" "Eukaryota" "Alveolata" "Dinoflagellata" "Dinophyceae" "Suessiales" "Suessiaceae" "Polarella" "Polarella_glacialis"
"asv_023_01532" "Eukaryota" "Stramenopiles" "Pseudofungi" "Oomycota" "Oomycota_X" "Olpidophydiales" "Olpidiopsis" "Olpidiopsis_sp."
"asv_023_01533" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-I" "Dino-Group-I-Clade-1" "Dino-Group-I-Clade-1_X" "Dino-Group-I-Clade-1_X_sp."
"asv_023_01534" "Eukaryota" "Alveolata" "Dinoflagellata" "Dinophyceae" "Peridiniales" "Heterocapsaceae" "Heterocapsa" "Heterocapsa_sp."
"asv_023_01535" "Eukaryota" "Stramenopiles" "Ochrophyta" "MOCH-2" "MOCH-2_X" "MOCH-2_XX" "MOCH-2_XXX" "MOCH-2_XXX_sp."
"asv_023_01536" "Eukaryota" "Alveolata" "Dinoflagellata" "Dinophyceae" "Dinophyceae_X" "Dinophyceae_XX" "Dinophyceae_XXX" "Dinophyceae_XXX_sp."
"asv_023_01537" "Eukaryota" "Hacrobia" "Picozoa" "Picozoa_X" "Picozoa_XX" "Picozoa_XXX" "Picozoa_XXXX" "Picozoa_XXXX_sp."
"asv_023_01538" "Eukaryota" "Alveolata" "Dinoflagellata" "Dinophyceae" "Gymnodiniales" "Gymnodiniaceae" "Gyrodinium" "Gyrodinium_helveticum"
"asv_023_01539" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-II" "Dino-Group-II-Clade-3" "Dino-Group-II-Clade-3_X" "Dino-Group-II-Clade-3_X_sp."
"asv_023_01540" "Eukaryota" "Stramenopiles" "Ochrophyta" "Pelagophyceae" "Pelagophyceae_X" "Pelagophyceae_XX" "Pelagophyceae_XXX" "Pelagophyceae_XXX_sp."
"asv_023_01541" "Eukaryota" "Rhizaria" "Cercozoa" "Filosa-Imbricatea" "Filosa-Imbricatea_X" "Novel-clade-2" "Novel-clade-2_X" "Novel-clade-2_X_sp."
"asv_023_01542" "Eukaryota" "Alveolata" "Dinoflagellata" "Dinophyceae" "Peridiniales" "Thoracosphaeraceae" "Pentapharsodinium" "Pentapharsodinium_tyrrhenicum"
"asv_023_01543" "Eukaryota" "Stramenopiles" "Ochrophyta" "Bacillariophyta" "Bacillariophyta_X" "Polar-centric-Mediophyceae" "Thalassiosira" "Thalassiosira_concaviuscula"
"asv_023_01544" "Eukaryota" "Hacrobia" "Picozoa" "Picozoa_X" "Picozoa_XX" "Picozoa_XXX" "Picozoa_XXXX" "Picozoa_XXXX_sp."
"asv_023_01545" "Eukaryota" "Stramenopiles" "Ochrophyta" "Chrysophyceae" "Chrysophyceae_X" "Chrysophyceae_Clade-H" "Chrysophyceae_Clade-H_X" "Chrysophyceae_Clade-H_X_sp."
"asv_023_01546" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-II" "Dino-Group-II-Clade-1" "Dino-Group-II-Clade-1_X" "Dino-Group-II-Clade-1_X_sp."
"asv_023_01547" "Eukaryota" "Stramenopiles" "Ochrophyta" "Chrysophyceae" "Chrysophyceae_X" "Chrysophyceae_Clade-F" "Chrysophyceae_Clade-F_X" "Chrysophyceae_Clade-F_X_sp."
"asv_023_01548" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-II" "Dino-Group-II-Clade-42" "Dino-Group-II-Clade-42_X" "Dino-Group-II-Clade-42_X_sp."
"asv_023_01549" "Eukaryota" "Stramenopiles" "Ochrophyta" "Chrysophyceae" "Chrysophyceae_X" "Chrysophyceae_Clade-H" "Chrysophyceae_Clade-H_X" "Chrysophyceae_Clade-H_X_sp."
"asv_023_01550" "Eukaryota" "Stramenopiles" "Ochrophyta" "Bolidophyceae" "Parmales" "Triparmaceae" "Triparma" "Triparma_laevis_clade"
"asv_023_01551" "Eukaryota" "Stramenopiles" "Stramenopiles_X" "Stramenopiles_X-Group-2" "Stramenopiles_X-Group-2_X" "Stramenopiles_X-Group-2_XX" "Stramenopiles_X-Group-2_XXX" "Stramenopiles_X-Group-2_XXX_sp."
"asv_023_01552" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-II" "Dino-Group-II-Clade-22" "Dino-Group-II-Clade-22_X" "Dino-Group-II-Clade-22_X_sp."
"asv_023_01553" "Eukaryota" "Stramenopiles" "Ochrophyta" "Chrysophyceae" "Chrysophyceae_X" "Chrysophyceae_Clade-H" "Chrysophyceae_Clade-H_X" "Chrysophyceae_Clade-H_X_sp."
"asv_023_01554" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-II" "Dino-Group-II-Clade-14" "Dino-Group-II-Clade-14_X" "Dino-Group-II-Clade-14_X_sp."
"asv_023_01555" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-II" "Dino-Group-II-Clade-10-and-11" "Dino-Group-II-Clade-10-and-11_X" "Dino-Group-II-Clade-10-and-11_X_sp."
"asv_023_01556" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-II" "Dino-Group-II-Clade-1" "Dino-Group-II-Clade-1_X" "Dino-Group-II-Clade-1_X_sp."
"asv_023_01558" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-II" "Dino-Group-II-Clade-1" "Dino-Group-II-Clade-1_X" "Dino-Group-II-Clade-1_X_sp."
"asv_023_01559" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-II" "Dino-Group-II-Clade-57" "Dino-Group-II-Clade-57_X" "Dino-Group-II-Clade-57_X_sp."
"asv_023_01560" "Eukaryota" "Stramenopiles" "Stramenopiles_X" "Stramenopiles_XX" "Stramenopiles_XXX" "Stramenopiles_XXXX" "Stramenopiles_XXXXX" "Stramenopiles_XXXXX_sp."
"asv_023_01561" "Eukaryota" "Archaeplastida" "Chlorophyta" "Mamiellophyceae" "Dolichomastigales" "Dolichomastigaceae" "Dolichomastix" "Dolichomastix_tenuilepis"
"asv_023_01562" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-II" "Dino-Group-II-Clade-3" "Dino-Group-II-Clade-3_X" "Dino-Group-II-Clade-3_X_sp."
"asv_023_01563" "Eukaryota" "Alveolata" "Ciliophora" "Oligohymenophorea" "Apostomatia" "Opalinopsidae" "Chromidina" "Chromidina_sp."
"asv_023_01564" "Eukaryota" "Archaeplastida" "Streptophyta" "Embryophyceae" "Embryophyceae_X" "Embryophyceae_XX" "Artemisia" "Artemisia_annua"
"asv_023_01565" "Eukaryota" "Rhizaria" "Cercozoa" "Filosa-Thecofilosea" "Ventricleftida" "Ventrifissuridae" "Ventrifissuridae_X" "Ventrifissuridae_X_sp."
"asv_023_01566" "Eukaryota" "Stramenopiles" "Opalozoa" "MAST-3" "MAST-3J" "MAST-3J_X" "MAST-3J_XX" "MAST-3J_XX_sp."
"asv_023_01567" "Eukaryota" "Stramenopiles" "Ochrophyta" "Bacillariophyta" "Bacillariophyta_X" "Raphid-pennate" "Amphora" "Amphora_sp."
"asv_023_01568" "Eukaryota" "Archaeplastida" "Streptophyta" "Embryophyceae" "Embryophyceae_X" "Embryophyceae_XX" "Prunus" "Prunus_persica"
"asv_023_01569" "Eukaryota" "Alveolata" "Dinoflagellata" "Dinophyceae" "Peridiniales" "Protoperidiniaceae" "Protoperidinium" "Protoperidinium_sp."
"asv_023_01570" "Eukaryota" "Opisthokonta" "Metazoa" "Arthropoda" "Crustacea" "Maxillopoda" "Calanus" "Calanus_helgolandicus"
"asv_023_01571" "Eukaryota" "Opisthokonta" "Metazoa" "Arthropoda" "Crustacea" "Maxillopoda" "Calanus" "Calanus_helgolandicus"
"asv_023_01572" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-II" "Dino-Group-II-Clade-4" "Dino-Group-II-Clade-4_X" "Dino-Group-II-Clade-4_X_sp."
"asv_023_01573" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-I" "Dino-Group-I-Clade-1" "Dino-Group-I-Clade-1_X" "Dino-Group-I-Clade-1_X_sp."
"asv_023_01574" "Eukaryota" "Archaeplastida" "Streptophyta" "Embryophyceae" "Embryophyceae_X" "Embryophyceae_XX" "Humulus" "Humulus_lupulus"
"asv_023_01575" "Eukaryota" "Stramenopiles" "Ochrophyta" "Bacillariophyta" "Bacillariophyta_X" "Polar-centric-Mediophyceae" "Chaetoceros" "Chaetoceros_debilis_1"
"asv_023_01576" "Eukaryota" "Alveolata" "Dinoflagellata" "Dinophyceae" "Dinophyceae_X" "Dinophyceae_XX" "Dinophyceae_XXX" "Dinophyceae_XXX_sp."
"asv_023_01577" "Eukaryota" "Rhizaria" "Radiolaria" "Acantharea" "Acantharea_X" "Acantharea_XX" "Acantharea_XXX" "Acantharea_XXX_sp."
"asv_023_01578" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-II" "Dino-Group-II-Clade-12" "Dino-Group-II-Clade-12_X" "Dino-Group-II-Clade-12_X_sp."
"asv_023_01579" "Eukaryota" "Alveolata" "Dinoflagellata" "Dinophyceae" "Peridiniales" "Thoracosphaeraceae" "Thoracosphaeraceae_X" "Thoracosphaeraceae_X_sp."
"asv_023_01580" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-I" "Dino-Group-I-Clade-5" "Dino-Group-I-Clade-5_X" "Dino-Group-I-Clade-5_X_sp."
"asv_023_01581" "Eukaryota" "Rhizaria" "Cercozoa" "Filosa-Imbricatea" "Thaumatomonadida" "Thaumatomonadidae" "Reckertia" "Reckertia_filosa"
"asv_023_01582" "Eukaryota" "Rhizaria" "Cercozoa" "Filosa-Thecofilosea" "Ventricleftida" "Ventricleftida_X" "Ventricleftida_XX" "Ventricleftida_XX_sp."
"asv_023_01583" "Eukaryota" "Rhizaria" "Radiolaria" "Acantharea" "Acantharea_X" "Acantharea_XX" "Acantharea_XXX" "Acantharea_XXX_sp."
"asv_023_01585" "Eukaryota" "Alveolata" "Ciliophora" "CONThreeP" "CONThreeP_X" "CONThreeP_XX" "Askenasia" "Askenasia_sp."
"asv_023_01586" "Eukaryota" "Stramenopiles" "Sagenista" "Labyrinthulomycetes" "Thraustochytriales" "Thraustochytriaceae" "Schizochytrium" "Schizochytrium_minutum"
"asv_023_01588" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-II" "Dino-Group-II-Clade-6" "Dino-Group-II-Clade-6_X" "Dino-Group-II-Clade-6_X_sp."
"asv_023_01589" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-III" "Dino-Group-III_X" "Dino-Group-III_XX" "Dino-Group-III_XX_sp."
"asv_023_01592" "Eukaryota" "Alveolata" "Dinoflagellata" "Dinophyceae" "Prorocentrales" "Prorocentraceae" "Prorocentrum" "Prorocentrum_sp."
"asv_023_01593" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-II" "Dino-Group-II-Clade-25" "Dino-Group-II-Clade-25_X" "Dino-Group-II-Clade-25_X_sp."
"asv_023_01594" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-II" "Dino-Group-II-Clade-22" "Dino-Group-II-Clade-22_X" "Dino-Group-II-Clade-22_X_sp."
"asv_023_01595" "Eukaryota" "Stramenopiles" "Stramenopiles_X" "Stramenopiles_X-Group-2" "Stramenopiles_X-Group-2_X" "Stramenopiles_X-Group-2_XX" "Stramenopiles_X-Group-2_XXX" "Stramenopiles_X-Group-2_XXX_sp."
"asv_023_01596" "Eukaryota" "Opisthokonta" "Choanoflagellida" "Choanoflagellatea" "Acanthoecida" "Stephanoecidae_Group_D" "Stephanoecidae_Group_D_X" "Stephanoecidae_Group_D_X_sp."
"asv_023_01597" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-II" "Dino-Group-II-Clade-44" "Dino-Group-II-Clade-44_X" "Dino-Group-II-Clade-44_X_sp."
"asv_023_01598" "Eukaryota" "Archaeplastida" "Chlorophyta" "Mamiellophyceae" "Mamiellales" "Mamiellaceae" "Micromonas" "Micromonas_clade_B3"
"asv_023_01601" "Eukaryota" "Stramenopiles" "Sagenista" "Labyrinthulomycetes" "Labyrinthulales" "Labyrinthulaceae" "Oblongichytrium" "Oblongichytrium_sp."
"asv_023_01602" "Eukaryota" "Stramenopiles" "Ochrophyta" "Bacillariophyta" "Bacillariophyta_X" "Polar-centric-Mediophyceae" "Chaetoceros" "Chaetoceros_debilis_1"
"asv_023_01603" "Eukaryota" "Archaeplastida" "Streptophyta" "Embryophyceae" "Embryophyceae_X" "Embryophyceae_XX" "Allium" "Allium_fistulosum"
"asv_023_01605" "Eukaryota" "Archaeplastida" "Streptophyta" "Embryophyceae" "Embryophyceae_X" "Embryophyceae_XX" "Musa" "Musa_basjoo"
"asv_023_01606" "Eukaryota" "Stramenopiles" "Sagenista" "Labyrinthulomycetes" "Labyrinthulales" "Labyrinthulaceae" "Labyrinthulaceae_X" "Labyrinthulaceae_X_sp."
"asv_023_01607" "Eukaryota" "Stramenopiles" "Sagenista" "Labyrinthulomycetes" "Thraustochytriales" "Thraustochytriaceae" "Amphifilidae" "Amphifilidae_sp."
"asv_023_01608" "Eukaryota" "Opisthokonta" "Choanoflagellida" "Choanoflagellatea" "Acanthoecida" "Stephanoecidae_Group_E" "Stephanoecidae_Group_E_X" "Stephanoecidae_Group_E_X_sp."
"asv_023_01609" "Eukaryota" "Archaeplastida" "Streptophyta" "Embryophyceae" "Embryophyceae_X" "Embryophyceae_XX" "Triticum" "Triticum_aestivum"
"asv_023_01610" "Eukaryota" "Opisthokonta" "Fungi" "Ascomycota" "Pezizomycotina" "Dothideomycetes" "Cochliobolus" "Cochliobolus_kusanoi"
"asv_023_01611" "Eukaryota" "Opisthokonta" "Metazoa" "Rotifera" "Rotifera_X" "Rotifera_XX" "Lepadella" "Lepadella_patella"
"asv_023_01612" "Eukaryota" "Alveolata" "Dinoflagellata" "Dinophyceae" "Suessiales" "Suessiales_X" "Suessiales_XX" "Suessiales_XX_sp."
"asv_023_01613" "Eukaryota" "Archaeplastida" "Chlorophyta" "Mamiellophyceae" "Dolichomastigales" "Dolichomastigaceae" "Dolichomastigaceae-B" "Dolichomastigaceae-B_sp."
"asv_023_01614" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-II" "Dino-Group-II-Clade-15" "Dino-Group-II-Clade-15_X" "Dino-Group-II-Clade-15_X_sp."
"asv_023_01615" "Eukaryota" "Alveolata" "Dinoflagellata" "Dinophyceae" "Gonyaulacales" "Ceratiaceae" "Tripos" "Tripos_horridus"
"asv_023_01616" "Eukaryota" "Rhizaria" "Cercozoa" "Filosa-Thecofilosea" "Cryomonadida" "Protaspa-lineage" "Protaspa-lineage_X" "Protaspa-lineage_X_sp."
"asv_023_01617" "Eukaryota" "Alveolata" "Dinoflagellata" "Dinophyceae" "Suessiales" "Suessiaceae" "Polarella" "Polarella_glacialis"
"asv_023_01618" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-II" "Dino-Group-II_X" "Dino-Group-II_XX" "Dino-Group-II_XX_sp."
"asv_023_01619" "Eukaryota" "Archaeplastida" "Chlorophyta" "Mamiellophyceae" "Dolichomastigales" "Dolichomastigaceae" "Dolichomastigaceae-B" "Dolichomastigaceae-B_sp."
"asv_023_01620" "Eukaryota" "Alveolata" "Ciliophora" "CONThreeP" "CONThreeP_X" "CONThreeP_XX" "Askenasia" "Askenasia_sp."
"asv_023_01621" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-II" "Dino-Group-II-Clade-47" "Dino-Group-II-Clade-47_X" "Dino-Group-II-Clade-47_X_sp."
"asv_023_01622" "Eukaryota" "Stramenopiles" "Opalozoa" "MAST-3" "MAST-3F" "MAST-3F_X" "MAST-3F_XX" "MAST-3F_XX_sp."
"asv_023_01624" "Eukaryota" "Stramenopiles" "Opalozoa" "MAST-12" "MAST-12B" "MAST-12B_X" "MAST-12B_XX" "MAST-12B_XX_sp."
"asv_023_01625" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-II" "Dino-Group-II-Clade-5" "Dino-Group-II-Clade-5_X" "Dino-Group-II-Clade-5_X_sp."
"asv_023_01626" "Eukaryota" "Hacrobia" "Haptophyta" "Haptophyta_Clade_HAP4" "Haptophyta_Clade_HAP4_X" "Haptophyta_Clade_HAP4_XX" "Haptophyta_Clade_HAP4_XXX" "Haptophyta_Clade_HAP4_XXX_sp."
"asv_023_01627" "Eukaryota" "Stramenopiles" "Ochrophyta" "Chrysophyceae" "Chrysophyceae_X" "Chrysophyceae_XX" "Chrysophyceae_XXX" "Chrysophyceae_XXX_sp."
"asv_023_01628" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-II" "Dino-Group-II-Clade-10-and-11" "Dino-Group-II-Clade-10-and-11_X" "Dino-Group-II-Clade-10-and-11_X_sp."
"asv_023_01629" "Eukaryota" "Rhizaria" "Cercozoa" "Filosa-Thecofilosea" "Ventricleftida" "Ventricleftida_X" "Ventricleftida_XX" "Ventricleftida_XX_sp."
"asv_023_01630" "Eukaryota" "Stramenopiles" "Ochrophyta" "Raphidophyceae" "Raphidophyceae_X" "Raphidophyceae_XX" "Psammamonas" "Psammamonas_australis"
"asv_023_01631" "Eukaryota" "Rhizaria" "Cercozoa" "Filosa-Thecofilosea" "Filosa-Thecofilosea_X" "Filosa-Thecofilosea_XX" "Filosa-Thecofilosea_XXX" "Filosa-Thecofilosea_XXX_sp."
"asv_023_01634" "Eukaryota" "Alveolata" "Ciliophora" "Oligohymenophorea" "Scuticociliatia_1" "Thigmophryidae" "Myxophyllum" "Myxophyllum_sp."
"asv_023_01635" "Eukaryota" "Archaeplastida" "Chlorophyta" "Mamiellophyceae" "Dolichomastigales" "Dolichomastigaceae" "Dolichomastigaceae-B" "Dolichomastigaceae-B_sp."
"asv_023_01636" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-II" "Dino-Group-II-Clade-17" "Dino-Group-II-Clade-17_X" "Dino-Group-II-Clade-17_X_sp."
"asv_023_01637" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-II" "Dino-Group-II-Clade-1" "Dino-Group-II-Clade-1_X" "Dino-Group-II-Clade-1_X_sp."
"asv_023_01638" "Eukaryota" "Hacrobia" "Cryptophyta" "Cryptophyceae" "Cryptomonadales" "Cryptomonadales_X" "Teleaulax" "Teleaulax_gracilis"
"asv_023_01639" "Eukaryota" "Rhizaria" "Cercozoa" "Filosa-Imbricatea" "Marimonadida" "Marimonadida_X" "Marimonadida_XX" "Marimonadida_XX_sp."
"asv_023_01640" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-II" "Dino-Group-II-Clade-27" "Dino-Group-II-Clade-27_X" "Dino-Group-II-Clade-27_X_sp."
"asv_023_01641" "Eukaryota" "Rhizaria" "Cercozoa" "Filosa-Thecofilosea" "Ebriida" "Ebriidae" "Ebria" "Ebria_tripartita"
"asv_023_01642" "Eukaryota" "Stramenopiles" "Ochrophyta" "Bacillariophyta" "Bacillariophyta_X" "Araphid-pennate" "Thalassionema" "Thalassionema_sp."
"asv_023_01643" "Eukaryota" "Stramenopiles" "Ochrophyta" "Bacillariophyta" "Bacillariophyta_X" "Raphid-pennate" "Bacillaria" "Bacillaria_paxillifer"
"asv_023_01644" "Eukaryota" "Archaeplastida" "Chlorophyta" "Mamiellophyceae" "Dolichomastigales" "Crustomastigaceae" "Crustomastigaceae-AB" "Crustomastigaceae-AB_sp."
"asv_023_01645" "Eukaryota" "Opisthokonta" "Metazoa" "Craniata" "Craniata_X" "Craniata_XX" "Capra" "Capra_hircus"
"asv_023_01646" "Eukaryota" "Stramenopiles" "Pseudofungi" "MAST-1" "MAST-1A" "MAST-1A_X" "MAST-1A_XX" "MAST-1A_XX_sp."
"asv_023_01647" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-II" "Dino-Group-II-Clade-12" "Dino-Group-II-Clade-12_X" "Dino-Group-II-Clade-12_X_sp."
"asv_023_01648" "Eukaryota" "Alveolata" "Dinoflagellata" "Syndiniales" "Dino-Group-II" "Dino-Group-II-Clade-9" "Dino-Group-II-Clade-9_X" "Dino-Group-II-Clade-9_X_sp."
"asv_023_01649" "Eukaryota" "Stramenopiles" "Ochrophyta" "Dictyochophyceae" "Dictyochophyceae_X" "Pedinellales" "Pteridomonas" "Pteridomonas_danica"
"asv_023_01650" "Eukaryota" "Stramenopiles" "Pseudofungi" "MAST-1" "MAST-1C" "MAST-1C_X" "MAST-1C_XX" "MAST-1C_XX_sp."
"asv_023_01651" "Eukaryota" "Opisthokonta" "Fungi" "Ascomycota" "Saccharomycotina" "Saccharomycetales" "Yarrowia" "Yarrowia_sp."
