;size_fraction;fraction_name;sample_code;station_id;CTD;transect;bot.depth;depth;depth_rank;sampling_date;julian_day;longitude[degrees_east];latitude[degrees_north];OWD;by_OW_minus10_10;ice_concentration_percent;dna_concentration;dna_extraction_kit;n_reads;reads_total;pico_ml;nano_ml;pico_and_nano_ml;crypto_ml;bact_ml;temperature;fluo;cdom;salinity;mixed_layer_depth;nitracline_depth;PAR_irradiance;primary_production;primary_production_std_dev;don_release;NO3_assimilation;NH4_assimilation;NH4_regeneration;urea_assimilation;nitrification;poc;poc_std_dev;pon;pon_std_dev;doc;don;nitrate;nitrite;phosphate;silica;ammonium;urea;rate_NO3_SiOH4;rate_PO4_NO3;rate_NO3_PO4;chlorophyll_a;chlorophyll_b
0-2um-3-14;0-2um;0.2-3 µm;0-2um-3-14;G312;66;T3;1395;11;2;19/06/2016;171;-59,6;69;-10;MIZ;100;13,4;Zymo;2667;49807;6264;542;6806;104;1196800;-1,6;0,2;1,9;32,7;11;0;2,179350584;12,23762696;2,410585663;152,8720548;73,52747632;228,8371968;178,8926875;14,84896066;5,775271002;13,15733606;0,674309753;2,085235567;0,131220892;82,41681826;6,782195947;2,711;0,057;0,547;4,919;0,632944633;0,791;0,551;0,202;4,956;1,0721;0,1386
0-2um-3-15;0-2um;0.2-3 µm;0-2um-3-15;G312;66;T3;1395;18;3;19/06/2016;171;-59,6;69;-10;MIZ;100;5,2;Zymo;6145;31385;10020;1701;11721;80;1135100;-1,6;1,4;1,9;33,2;11;0;2,179350584;21,77728668;2,987093655;163,8062326;167,3073086;239,540217;164,8095042;17,14514635;18,03826496;16,13537509;0,845117335;2,579053478;0,131907106;137,6143514;4,95435812;3,509;0,056;0,619;5,991;0,300276088;0,433;0,586;0,176;5,669;1,0345;0,1366
0-2um-3-16;0-2um;0.2-3 µm;0-2um-3-16;G312;66;T3;1395;28;4;19/06/2016;171;-59,6;69;-10;MIZ;100;6,9;Zymo;4084;29599;6602;930;7532;15;671114;-1,6;1,3;2;33,5;11;0;2,179350584;5,680734937;1,097750921;144,8071808;23,79764079;85,93176687;152,9252732;8,986165146;12,03263365;8,240686067;0,66686072;1,341723383;0,107293518;149,6644385;6,591794435;5,963;0,066;0,804;8,022;0,221580303;0,393;0,743;0,135;7,417;0,6876;0,1063
0-2um-3-17;0-2um;0.2-3 µm;0-2um-3-17;G312;66;T3;1395;35;5;19/06/2016;171;-59,6;69;-10;MIZ;100;3,4;Zymo;3644;39579;3408;642;4050;0;445386;-1,6;0,6;2,2;33,6;11;0;2,179350584;1,800992937;0,318857989;139,8608139;9,385622082;32,82098844;129,5466065;5,014105261;5,685451386;5,055177694;0,67229855;0,83494618;0,138796729;115,4513647;5,565558359;7,133;0,071;0,87;8,56;0,31537932;0,433;0,833;0,122;8,199;0,4584;0,0718
0-2um-3-18;0-2um;0.2-3 µm;0-2um-3-18;G312;66;T3;1395;54;6;19/06/2016;171;-59,6;69;-10;MIZ;100;1,4;Zymo;1618;31272;1597;507;2104;0;331314;-1,7;0,3;2,1;33,7;11;0;2,179350584;;;;;;;;;;;;;;;;;;;;;;;;;
0-2um-3-19;0-2um;0.2-3 µm;0-2um-3-19;G318;73;T3;1775;0;1;20/06/2016;172;-61;69;-15;UI;98,87999725;15,1;Zymo;1159;18591;2216;2735;4951;137;300294;-1,5;0,3;2;33,2;9;0;6,772966238;16,75490825;1,072936413;123,1726766;88,51744221;41,43161731;93,76803788;20,10236762;4,064044459;12,99262331;1,048735118;2,129367432;0,249564131;151,1455982;15,16146904;5,164;0,1;0,676;6,86;0,25565789;1,905;0,753;0,131;7,639;1,0924;0,1744
0-2um-3-20;0-2um;0.2-3 µm;0-2um-3-20;G318;73;T3;1775;12;2;20/06/2016;172;-61;69;-15;UI;98,87999725;10,7;Zymo;3598;71634;1157;2598;3755;142;283544;-1,6;0,4;2;33,5;9;0;6,772966238;11,61354608;0,844233127;188,2959808;65,8475488;178,7674405;78,95861773;60,44138976;19,10480974;9,303168691;0,454070547;1,874522298;0,256455852;150,6796548;14,30728762;5,605;0,052;0,753;6,275;0,241138562;1,905;0,893;0,134;7,444;0,9073;0,0491
0-2um-3-21;0-2um;0.2-3 µm;0-2um-3-21;G318;73;T3;1775;19;3;20/06/2016;172;-61;69;-15;UI;98,87999725;1,2;Zymo;2408;30704;662;1838;2500;49;247132;-1,7;0,6;2,1;33,6;9;0;6,772966238;7,408897761;0,647406543;68,06974304;46,80142779;40,2064836;37,34631445;16,26251862;1,236354643;6,976989081;0,776405279;1,475822121;0,18804527;92,75256326;29,29455872;6,403;0,06;0,84;7,489;0,16265571;0,692;0,855;0,131;7,623;0,7178;0,0415
0-2um-3-22;0-2um;0.2-3 µm;0-2um-3-22;G318;73;T3;1775;30;4;20/06/2016;172;-61;69;-15;UI;98,87999725;1,6;Zymo;2237;41333;221;838;1059;15;220779;-1,7;0,2;2,3;33,7;9;0;6,772966238;1,279688116;0,032512991;35,57925534;9,39595852;30,78289564;4,877638655;7,610407791;1,307577112;2,399819879;1,010077546;1,03204944;0,247958577;138,8837126;25,81426502;8,513;0,084;0,965;9,514;0,026095548;0,473;0,895;0,113;8,822;0,1926;0,0154
0-2um-3-23;0-2um;0.2-3 µm;0-2um-3-23;G318;73;T3;1775;43;5;20/06/2016;172;-61;69;-15;UI;98,87999725;4,3;Zymo;1413;23720;240;809;1049;0;238397;-1,7;0,1;2,2;33,7;9;0;6,772966238;0,563460541;0,093541414;47,98102891;5,344558708;48,24724985;4,287241018;7,95822518;7,149885964;2,230486313;0,829332539;0,655444459;0,168967914;101,654464;5,403099913;8,568;0,052;0,927;8,643;0,019424506;1,01;0,991;0,108;9,243;;
0-2um-3-24;0-2um;0.2-3 µm;0-2um-3-24;G318;73;T3;1775;59;6;20/06/2016;172;-61;69;-15;UI;98,87999725;1,3;Zymo;578;12343;0;926;926;0;232647;-1,7;0,2;2,1;33,8;9;0;6,772966238;0,051894104;0,051894104;54,91518921;3,744153824;54,78874637;1,96583008;3,334226817;8,604527311;2,547895556;0,635806505;0,574261848;0,11344498;117,9586469;5,025269247;8,674;0,047;0,918;8,384;0,024918305;0,692;1,035;0,106;9,449;0,0749;0,0108
0-2um-3-25;0-2um;0.2-3 µm;0-2um-3-25;G324;81;T3;1890;0;1;21/06/2016;173;-62,3;69;-23;UI;100;10,4;Zymo;1673;13714;2808;2869;5677;146;555563;-1,6;0,2;2,4;32,5;10;0;3,188040945;14,83211612;0,575628524;104,9322799;118,958698;47,35453905;73,20680683;28,15559351;2,827353528;11,81993994;1,049442427;2,034112222;0,169271745;133,6189906;5,584325931;4,114;0,082;0,892;9,875;0,194001555;0,513;0,417;0,217;4,612;0,8836;0,1529
0-2um-3-26;0-2um;0.2-3 µm;0-2um-3-26;G324;81;T3;1890;12;2;21/06/2016;173;-62,3;69;-23;UI;100;24,1;Zymo;2941;32870;3722;1929;5651;131;504484;-1,6;0,6;2,4;32,8;10;0;3,188040945;12,05511168;0,073602467;71,33684721;53,01450593;47,20885006;52,44416363;17,44524679;2,828052159;11,1878607;0,724056874;2,170632256;0,263725172;132,1733708;5,455805897;4,13;0,058;0,897;8,197;0,23524598;0,513;0,504;0,217;4,604;0,8879;0,1449
0-2um-3-27;0-2um;0.2-3 µm;0-2um-3-27;G324;81;T3;1890;20;3;21/06/2016;173;-62,3;69;-23;UI;100;6,6;Zymo;5229;54957;4449;1490;5939;76;523625;-1,6;0,7;2,5;33;10;0;3,188040945;8,515803717;0,205797225;78,91111847;37,92008345;37,39470655;49,23244456;13,84691874;0,519610381;7,835241606;0,282739017;1,546227058;0,377418875;96,04970874;6,56023765;4,366;0,058;0,886;7,674;0,240974372;0,393;0,569;0,203;4,928;0,7565;0,1261
0-2um-3-28;0-2um;0.2-3 µm;0-2um-3-28;G324;81;T3;1890;31;4;21/06/2016;173;-62,3;69;-23;UI;100;7,2;Zymo;1702;18505;3672;1298;4970;25;385953;-1,6;0,6;2,5;33,1;10;0;3,188040945;4,227047874;0,116535653;26,10269803;14,89175868;9,936008425;27,00197413;11,3404713;1,747194145;5,719181458;0,1661096;1,241570522;0,376071706;116,86506;5,141867631;5,362;0,069;0,939;8,46;0,218442696;0,552;0,634;0,175;5,71;0,6684;0,1063
0-2um-3-29;0-2um;0.2-3 µm;0-2um-3-29;G324;81;T3;1890;39;5;21/06/2016;173;-62,3;69;-23;UI;100;7,9;Zymo;1660;20925;3934;1141;5075;40;286047;-1,6;0,6;2,5;33,4;10;0;3,188040945;1,703425342;0,287857691;50,2031394;5,964160241;35,52483974;10,73375957;5,548968115;2,713445066;4,896118184;0,115903046;1,000663138;0,302889314;119,7658222;5,362814847;6,446;0,079;0,968;9,325;0,115331633;0,751;0,691;0,15;6,659;0,5629;0,0996
0-2um-3-30;0-2um;0.2-3 µm;0-2um-3-30;G324;81;T3;1890;60;6;21/06/2016;173;-62,3;69;-23;UI;100;1,5;Zymo;253;5454;449;354;803;15;185094;-1,7;0,2;2,6;33,6;10;0;3,188040945;;;;;;;;;;;;;;;;;;;;;;;;;
20um-1-01;20um;> 20 µm;20um-1-01;G100;4;T1;371;5;1;09/06/2016;161;-56,8;68,5;12;OW;0;0,9;Zymo;301;15487;1380;745;2125;0;1154456;0,8;0,1;1,6;33,6;27;30;21,29782121;3,623285312;0,573535022;16,79415945;80,1199785;162,5045139;24,60409719;145,6232048;10,06510259;13,24084407;1,868095497;1,633929272;0,093533056;;;0,025;0,021;0,106;1,533;;;0,016;4,24;0,236;;
20um-1-02;20um;> 20 µm;20um-1-02;G100;4;T1;371;20;2;09/06/2016;161;-56,8;68,5;12;OW;0;0,5;Zymo;729;48042;1286;839;2125;0;1175676;0,3;0,8;1,8;33,7;27;30;21,29782121;2,354324991;0,59204417;18,78821728;52,69295602;116,163662;11,25171038;55,84121951;8,480097789;14,87720402;0,625577495;1,817240192;0,30492484;133,1214219;10,20945239;0,016;0,017;0,099;0,969;0,017617751;0,572;0,017;6,188;0,162;0,2057;0,0087
20um-1-03;20um;> 20 µm;20um-1-03;G100;4;T1;371;30;3;09/06/2016;161;-56,8;68,5;12;OW;0;1,7;Zymo;156;8835;1198;3974;5172;0;931132;-0,8;2,2;1,8;33,8;27;30;21,29782121;9,268573632;0,832609288;26,24911714;195,6988145;196,4197891;43,28707151;70,74446741;19,41965528;25,01167098;3,470121125;3,227389274;0,358806405;52,57984164;5,720049081;1,098;0,048;0,218;2,351;0,149211567;0,513;0,467;0,199;5,037;0,3914;0,0144
20um-1-04;20um;> 20 µm;20um-1-04;G100;4;T1;371;35;4;09/06/2016;161;-56,8;68,5;12;OW;0;1,9;Zymo;487;18927;1823;3750;5573;0;523221;-1,5;1,9;2;33,8;27;30;21,29782121;3,806093988;0,569795338;10,56689484;116,5932567;60,39259287;1,214566672;21,45536005;18,62606297;16,90671472;2,595606036;2,08278813;0,104229518;66,43231735;4,177933448;6,228;0,139;0,602;5,259;0,320714983;0,433;1,184;0,097;10,346;;
20um-1-05;20um;> 20 µm;20um-1-05;G100;4;T1;371;40;5;09/06/2016;161;-56,8;68,5;12;OW;0;1,1;Zymo;337;7737;1328;2979;4307;0;445588;-1,5;0,9;1,9;33,8;27;30;21,29782121;4,115665323;0,795727104;7,062645873;126,0901534;65,7025937;3,010298238;17,33103618;14,06548358;11,32804596;1,40508086;1,371172213;0,156415248;76,3216257;3,911661979;7,891;0,153;0,713;6,074;0,337973188;0,453;1,299;0,09;11,067;1,7298;0,0168
20um-1-06;20um;> 20 µm;20um-1-06;G100;4;T1;371;55;6;09/06/2016;161;-56,8;68,5;12;OW;0;0,1;Zymo;828;30495;844;1661;2505;0;366000;-1,5;0,2;2;33,9;27;30;21,29782121;0,216193608;0,216193608;3,628473844;88,14559488;13,76740093;0;6,342923939;11,88587902;4,656880623;0,875890124;0,534319659;0,036955924;93,05095008;3,687987225;9,157;0,166;0,822;6,949;0,204222097;0,473;1,318;0,09;11,14;;
20um-1-07;20um;> 20 µm;20um-1-07;G102;7;T1;361;5;1;10/06/2016;162;-57,5;68,5;12;OW;0;0,7;Zymo;853;35645;1554;2930;4484;0;1584734;0,2;1,2;1,9;33,6;46;39;19,58709947;;;;;;;;;;;;;;;;;;;;;;;;;
20um-1-08;20um;> 20 µm;20um-1-08;G102;7;T1;361;15;2;10/06/2016;162;-57,5;68,5;12;OW;0;1,5;Zymo;537;22170;1871;3011;4882;0;1575172;0,2;1,8;1,9;33,7;46;39;19,58709947;13,50770822;1,867524716;164,3864128;83,00023901;161,3540661;11,29560118;100,2813826;6,419887021;24,36280321;3,056986757;3,142425101;0,623317608;120,762063;21,44229452;0,038;0,021;0,152;2,096;0,073744742;0,433;0,018;4;0,25;;
20um-1-09;20um;> 20 µm;20um-1-09;G102;7;T1;361;20;3;10/06/2016;162;-57,5;68,5;12;OW;0;1,7;Zymo;382;19703;1892;3027;4919;0;1521672;0,2;2;1,9;33,7;46;39;19,58709947;11,09401752;2,083432134;70,45329376;36,19395253;109,2695205;46,61694888;99,17377517;4,274261183;22,37001779;3,023176749;2,190630044;0,599030925;98,32789073;39,01501414;0,011;0,031;0,144;1,679;0,015355589;0,433;0,007;13,091;0,076;0,9005;0,017
20um-1-10;20um;> 20 µm;20um-1-10;G102;7;T1;361;30;4;10/06/2016;162;-57,5;68,5;12;OW;0;2,6;Zymo;882;34553;1747;3237;4984;0;1456813;0,3;2,6;1,7;33,7;46;39;19,58709947;10,32023628;3,569205846;44,6823702;54,53430636;123,8384566;99,6332878;50,61752513;8,418518625;26,2785123;3,686635271;3,175680778;0,444434117;68,55555868;18,05986485;0;0,02;0,143;1,566;0,01649304;0,493;0;;0;0,9241;0,0172
20um-1-11;20um;> 20 µm;20um-1-11;G102;7;T1;361;40;5;10/06/2016;162;-57,5;68,5;12;OW;0;1,1;Zymo;665;12671;1581;3790;5371;0;1192797;0,3;2,7;2;33,7;46;39;19,58709947;;;;;;;;;;;;;;;;;;;;;;;;1,331;0,0192
20um-1-12;20um;> 20 µm;20um-1-12;G102;7;T1;361;60;6;10/06/2016;162;-57,5;68,5;12;OW;0;0,5;Zymo;1314;23067;731;2602;3333;0;420219;-1,2;2,4;2;33,9;46;39;19,58709947;0,143943573;0,143943573;33,03937373;16,60181555;22,46437874;8,972607875;7,209903931;15,31132355;5,606366911;1,174235284;0,997953468;0,183834476;112,2177819;8,706810629;9,508;0,166;0,786;6,705;0,258011808;0,373;1,418;0,083;12,097;1,4198;0,0116
20um-1-13;20um;> 20 µm;20um-1-13;G107;13;T1;411;0;1;11/06/2016;163;-59,3;68,5;-19;UI;100;1,5;Zymo;394;27939;37635;2208;39843;120;1225086;-1,6;0,6;1,7;32,9;15;0;2,495402112;56,46497007;1,586767894;21,96948613;545,8413697;213,5414498;61,27386353;57,43818986;13,56034286;27,87540137;1,12329962;3,823333388;0,096360447;107,1913058;8,260140725;1,61;0,114;0,32;4,142;0,101386759;0,373;0,389;0,199;5,031;0,7057;0,1078
20um-1-14;20um;> 20 µm;20um-1-14;G107;13;T1;411;10;2;11/06/2016;163;-59,3;68,5;-19;UI;100;0,3;Zymo;657;53289;37620;2479;40099;109;1127200;-1,7;1,2;1,8;32,9;15;0;2,495402112;55,09695746;4,588649066;19,84891357;562,4117785;221,6561363;72,56009383;72,38014403;14,01379792;26,44799369;0,959540604;3,72103751;0,155650476;111,4924732;9,366105524;1,706;0,063;0,325;3,689;0,083483531;0,373;0,462;0,191;5,249;1,845;0,3019
20um-1-15;20um;> 20 µm;20um-1-15;G107;13;T1;411;15;3;11/06/2016;163;-59,3;68,5;-19;UI;100;0,8;Zymo;1172;75426;38563;2182;40745;182;1029986;-1,7;1,5;1,7;33,2;15;0;2,495402112;30,84986059;3,618967493;14,59459152;203,8920949;212,0636154;13,39155936;50,60969262;11,71576058;20,77501667;1,082417848;2,933459516;0,261938893;109,9810509;17,69203488;2,559;0,061;0,388;3,992;0,122792792;0,314;0,641;0,152;6,595;1,5548;0,3373
20um-1-16;20um;> 20 µm;20um-1-16;G107;13;T1;411;23;4;11/06/2016;163;-59,3;68,5;-19;UI;100;0,2;Zymo;32;17944;26865;891;27756;42;660429;-1,7;0,8;1,9;33,6;15;0;2,495402112;10,00917326;0,507296301;5,494463382;44,89322209;101,0723485;17,66610641;19,74350526;7,467307007;9,666717289;4,374434075;1,493387244;0,272772708;113,904951;14,95421638;5,853;0,071;0,629;5,93;0,125127996;0,413;0,987;0,107;9,305;0,946;0,4122
20um-1-17;20um;> 20 µm;20um-1-17;G107;13;T1;411;29;5;11/06/2016;163;-59,3;68,5;-19;UI;100;0,2;Zymo;92;34529;13922;771;14693;10;529986;-1,7;0,8;1,9;33,6;15;0;2,495402112;2,570913311;0,386589396;2,277146217;16,73255307;34,35857131;6,245381307;6,149408993;4,738862133;5,62319696;0,948991922;0,818668979;0,227584779;99,26903306;11,45714973;6,705;0,07;0,732;6,85;0,109949172;0,831;0,979;0,109;9,16;0,7525;0,3366
20um-1-18;20um;> 20 µm;20um-1-18;G107;13;T1;411;33;6;11/06/2016;163;-59,3;68,5;-19;UI;100;0,1;Zymo;25;19715;9885;875;10760;36;456829;-1,7;0,5;1,9;33,7;15;0;2,495402112;2,216851414;2,216851414;3,42106057;19,32238926;31,90178958;0;6,078561853;5,105755067;4,415311354;0,638108909;0,812397829;0,231454877;99,04003881;8,327970431;7,029;0,085;0,748;7,104;0,115397981;0,433;0,989;0,106;9,397;;
20um-1-19;20um;> 20 µm;20um-1-19;G110;18;T1;1450;0;1;12/06/2016;164;-60,1;68,5;-25;UI;100;0,3;Zymo;1319;7392;2990;1589;4579;125;389779;-1,6;0,2;2,1;33,4;24;0;3,050623564;11,03062642;1,159246986;16,34238984;155,709383;57,77344648;4,895779972;35,88858684;5,275641135;9,526346982;1,829911079;1,728376349;0,1395218;99,67652263;13,77344574;5,022;0,1;0,596;6,036;0,187907541;0,453;0,832;0,119;8,426;0,851;0,0886
20um-1-20;20um;> 20 µm;20um-1-20;G110;18;T1;1450;12;2;12/06/2016;164;-60,1;68,5;-25;UI;100;0,1;Zymo;24;16017;2813;1760;4573;115;370397;-1,7;0,2;2,1;33,4;24;0;3,050623564;8,269808003;2,027872164;5,741515248;129,3744537;33,49343508;22,18618275;28,66060932;8,432022841;7,312563616;2,608945717;1,334245226;0,090031031;110,5115852;16,97580547;5,233;0,052;0,652;6,055;0,349293596;0,453;0,864;0,125;8,026;0,8082;0,0803
20um-1-21;20um;> 20 µm;20um-1-21;G110;18;T1;1450;20;3;12/06/2016;164;-60,1;68,5;-25;UI;100;0,2;Zymo;36;35245;3339;1620;4959;104;352441;-1,7;0,3;2;33,5;24;0;3,050623564;7,708670826;0,669562341;6,273249985;143,5722147;59,13327691;30,27203177;23,76961196;6,640509286;9,543567296;1,414276749;1,452782198;0,064635597;105,4068218;22,71828202;5,665;0,051;0,722;6,282;0,161574151;0,533;0,902;0,127;7,846;0,6134;0,0617
20um-1-22;20um;> 20 µm;20um-1-22;G110;18;T1;1450;32;4;12/06/2016;164;-60,1;68,5;-25;UI;100;0,1;Zymo;38;14341;2250;1474;3724;52;330132;-1,7;0,4;2,2;33,6;24;0;3,050623564;1,850231179;0,22710603;2,122530524;138,2893479;21,29629199;40,15359867;13,61013377;4,59622909;5,560186073;0,413769562;0,958241154;0,144916941;100,7689238;5,5118985;6,762;0,051;0,787;7,438;0,043826283;0,493;0,909;0,116;8,592;0,4198;0,0504
20um-1-23;20um;> 20 µm;20um-1-23;G110;18;T1;1450;40;5;12/06/2016;164;-60,1;68,5;-25;UI;100;0,1;Zymo;29;17156;2135;1448;3583;16;327132;-1,7;0,5;2,2;33,6;24;0;3,050623564;1,007659309;0,13820887;0,147902548;126,8590536;19,36415279;29,41067243;18,44566266;4,416263831;3,78598843;1,228229202;0,786469519;0,095816943;105,4168812;5,408891981;6,857;0,056;0,808;7,725;0,038935797;1,169;0,888;0,118;8,486;0,2335;0,0308
20um-1-24;20um;> 20 µm;20um-1-24;G110;18;T1;1450;45;6;12/06/2016;164;-60,1;68,5;-25;UI;100;0,1;Zymo;24;22618;1302;781;2083;21;301500;-1,7;0,4;2,2;33,6;24;0;3,050623564;;;;;;;;;;;;;100,5356902;7,361009674;7,577;0,046;0,869;8,65;0,012226216;0,433;0,876;0,115;8,719;;
20um-1-25;20um;> 20 µm;20um-1-25;G115;25;T1;1734;0;1;13/06/2016;165;-61,4;68,4;-27;UI;93,43999481;0,1;Zymo;104;23300;1237;1672;2909;59;395059;-1,5;0,2;2,3;32,4;12;0;6,69882826;7,706012119;0,823936483;7,324019368;313,0709881;60,21217878;384,9210055;27,18515845;7,14836114;8,240442936;1,055020058;1,289217489;0,102228168;98,08866695;23,2116215;3,945;0,043;0,905;8,061;0,220978648;0,692;0,489;0,229;4,359;0,337;0,0463
20um-1-26;20um;> 20 µm;20um-1-26;G115;25;T1;1734;15;2;13/06/2016;165;-61,4;68,4;-27;UI;93,43999481;0,2;Zymo;43;22310;726;1371;2097;38;365162;-1,6;0,3;2,3;32,8;12;0;6,69882826;5,777684235;0,447373683;21,78072909;212,5370338;21,25861086;50,79069011;16,88975133;9,263807752;6,419540181;0,315147158;0,9330474;0,167139186;92,72517039;13,42832762;4,98;0,059;0,988;9,512;0,4454961;0,692;0,524;0,198;5,04;0,4212;0,0387
20um-1-27;20um;> 20 µm;20um-1-27;G115;25;T1;1734;25;3;13/06/2016;165;-61,4;68,4;-27;UI;93,43999481;0,1;Zymo;28;17267;301;1151;1452;0;304235;-1,6;0,3;2,5;33;12;0;6,69882826;3,49383774;0,279778244;16,22373019;259,568587;18,14975043;74,38994143;25,91298298;5,663402493;5,135102714;0,212350705;0,698378501;0,076957358;86,82520854;30,58136816;5,873;0,075;1,007;10,451;0,277992712;1,209;0,562;0,171;5,832;;
20um-1-29;20um;> 20 µm;20um-1-29;G115;25;T1;1734;49;4;13/06/2016;165;-61,4;68,4;-27;UI;93,43999481;0,1;Zymo;5994;17800;22;43;65;0;126191;-1,4;0;2,9;33,3;12;0;6,69882826;0,151395049;0,028578244;2,950031149;107,610222;3,346433098;83,52912857;5,568781832;7,608330399;3,009193694;0,149059526;0,43704646;0,15616733;68,83479947;16,27912023;9,136;0,015;1,152;14,278;0,007470808;0,712;0,64;0,126;7,931;0,0356;0,0018
20um-2-01;20um;> 20 µm;20um-2-01;G201;29;T2;1354;0;1;14/06/2016;166;-59,9;68,6;-21;UI;98,62999725;0,2;Zymo;13;20400;9802;818;10620;68;585044;-1,5;0,1;2,1;33,3;24;1;8,417219486;12,05148927;1,111848347;22,95260091;91,06024657;117,538669;66,52044468;NA;8,21215676;11,92424754;1,311802621;1,838531329;8,62E-04;101,5892617;13,76306892;5,146;0,051;0,681;6,511;0,203702768;NA;0,79;0,132;7,557;0,7445;0,1197
20um-2-02;20um;> 20 µm;20um-2-02;G201;29;T2;1354;15;2;14/06/2016;166;-59,9;68,6;-21;UI;98,62999725;0,7;Zymo;6713;15664;7630;990;8620;68;516529;-1,6;0,3;2;33,4;24;1;8,417219486;6,926631284;1,860589757;9,710299761;39,41073563;68,33141882;46,2552467;NA;3,599264449;9,48976154;0,086703268;1,347704346;0,039223962;NA;NA;5,39;0,055;0,76;6,901;0,216434191;NA;0,781;0,141;7,092;;
20um-2-03;20um;> 20 µm;20um-2-03;G201;29;T2;1354;17;3;14/06/2016;166;-59,9;68,6;-21;UI;98,62999725;0,2;Zymo;38;16964;5490;891;6381;83;526147;-1,7;0,3;2,1;33,4;24;1;8,417219486;;;;;;;;;;;;;;;5,344;0,052;0,766;6,718;;;0,795;0,143;6,977;;
20um-2-04;20um;> 20 µm;20um-2-04;G201;29;T2;1354;21;4;14/06/2016;166;-59,9;68,6;-21;UI;98,62999725;0,2;Zymo;5069;8883;7432;875;8307;57;495324;-1,7;0,4;2,1;33,4;24;1;8,417219486;5,903797554;0,481741966;12,27747798;46,2482933;58,25198812;42,99338601;NA;9,971101105;8,689522763;0,806087185;1,131918081;0,098192654;112,0083858;17,67624523;5,439;0,047;0,784;6,849;0,202159565;NA;0,794;0,144;6,938;0,7119;0,1204
20um-2-05;20um;> 20 µm;20um-2-05;G201;29;T2;1354;25;5;14/06/2016;166;-59,9;68,6;-21;UI;98,62999725;0,2;Zymo;14;17088;8068;786;8854;89;489426;-1,7;0,5;2,1;33,5;24;1;8,417219486;;;;;;;;;;;;;NA;NA;5,463;0,043;0,778;6,932;NA;NA;0,788;0,142;7,022;;
20um-2-06;20um;> 20 µm;20um-2-06;G201;29;T2;1354;32;6;14/06/2016;166;-59,9;68,6;-21;UI;98,62999725;0,2;Zymo;14;22060;5078;1005;6083;99;440824;-1,7;0,4;2,1;33,5;24;1;8,417219486;1,523794009;0,568519204;7,57586022;21,25365853;39,49278671;41,18104553;NA;8,705197197;6,793056171;0,20999553;0,912750092;0,07041221;103,8466933;13,45473754;5,691;0,041;0,778;7,155;0,167437503;NA;0,795;0,137;7,315;0,5411;0,0655
20um-2-07;20um;> 20 µm;20um-2-07;G204;34;T2;549;0;1;15/06/2016;167;-59,3;68,7;-14;UI;92,66999817;2,8;Zymo;197;16854;14289;4883;19172;39;2259417;-1,5;1;1,9;32,5;9;7;15,46969002;88,12898489;2,974917074;69,0755273;126,8412239;405,437885;44,73126707;122,5648301;28,6867219;44,38293329;3,973683325;4,20714389;0,439741685;180,0085595;8,941347373;0,083;0,015;0,166;1,375;1,375;0,413;0,06;2;0,5;2,4849;0,0975
20um-2-08;20um;> 20 µm;20um-2-08;G204;34;T2;549;13;2;15/06/2016;167;-59,3;68,7;-14;UI;92,66999817;0,6;Zymo;280;15243;9322;3489;12811;72;1648983;-1,6;2,6;1,9;33;9;7;15,46969002;55,01395853;3,969757987;64,27759269;622,503965;347,7605706;30,39322969;123,8405334;47,03419994;28,1625593;1,08101023;4,029399338;0,167225494;133,8979632;11,26723798;1,85;0,038;0,397;3,14;3,14;1,845;0,589;0,215;4,66;2,1914;0,0972
20um-2-09;20um;> 20 µm;20um-2-09;G204;34;T2;549;20;3;15/06/2016;167;-59,3;68,7;-14;UI;92,66999817;0,2;Zymo;342;11403;11372;1200;12572;17;1158300;-1,6;0,8;2;33,5;9;7;15,46969002;11,68514332;0,681595071;40,69337815;193,7524348;157,4145268;9,8370686;17,37249517;13,74135638;11,32895734;1,088501238;1,573676557;0,11650081;121,6437791;6,991808067;4,442;0,06;0,571;5,24;5,24;0,453;0,848;0,129;7,779;1,1879;0,1567
20um-2-10;20um;> 20 µm;20um-2-10;G204;34;T2;549;29;4;15/06/2016;167;-59,3;68,7;-14;UI;92,66999817;0,2;Zymo;52;16091;11133;450;11583;0;732550;-1,7;0,5;2;33,6;9;7;15,46969002;1,306276918;1,055386335;10,05484125;171,8317032;31,4472674;15,01967406;5,049105649;16,50679261;6,006380159;0,770045746;0,63752353;0,15176239;133,1994533;5,831954455;6,343;0,076;0,726;7,685;7,685;0,453;0,825;0,114;8,737;0,6884;0,2823
20um-2-11;20um;> 20 µm;20um-2-11;G204;34;T2;549;39;5;15/06/2016;167;-59,3;68,7;-14;UI;92,66999817;0,1;Zymo;59;15195;5206;522;5728;0;484650;-1,7;0,3;2,1;33,7;9;7;15,46969002;0,711142289;0,711142289;4,603158677;257,2489846;10,34229575;5,087067246;7,15098013;23,59391526;6,331530929;1,775031545;0,615281197;0,109642477;97,55341942;7,65528973;7,04;0,084;0,793;7,577;7,577;0,433;0,929;0,113;8,878;0,3431;0,0756
20um-2-12;20um;> 20 µm;20um-2-12;G204;34;T2;549;50;6;15/06/2016;167;-59,3;68,7;-14;UI;92,66999817;0,2;Zymo;36;4961;1683;450;2133;0;307417;-1,6;0,2;2,1;33,7;9;7;15,46969002;;;;;;;;;;;;;;;;;;;;;;;;;
